dataset_source,category_id,category_name,length_cm,width_cm,height_cm,typical_len_cm,min_len_cm,max_len_cm,source_reference,image_path
ABO Dataset,B07PRCRQXG,AmazonBasics - 2-Way Radio PMR/Walkie-Talkie with Desktop Ch,18.5,19.51,11.0,19.51,19.12,19.9,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7b/7b78617b.jpg
ABO Dataset,B082DPXKX3,AmazonBasics All-Weather Rattan-Style Outdoor Patio Storage,124.97,55.88,61.47,124.97,122.47,127.47,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B083F36V28,Amazon Brand- Jam & Honey Cream Teddy 60 cm,60.0,52.0,40.0,60.0,58.8,61.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8a/8acb8d5d.jpg
ABO Dataset,B07W7MWF9W,AmazonBasics Lightweight Carry-On Hand Luggage - Light Blue,34.98,19.99,54.99,54.99,53.89,56.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/37/3706d843.jpg
ABO Dataset,B074MG6VGH,"365 Everyday Value, Sundried Tomatoes, 4 oz",7.37,14.99,20.5,20.5,20.09,20.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9a/9a4bbb98.jpg
ABO Dataset,B083F39PX1,Amazon Brand- Jam & Honey Beige Teddy 3.5 Feet Standing,100.0,70.0,55.0,100.0,98.0,102.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2e/2e1a0492.jpg
ABO Dataset,B07H2N6F9V,"AmazonBasics Noise Reduction Safety Ear Muffs, Black and Red",9.91,14.86,21.31,21.31,20.88,21.74,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/da/da308820.jpg
ABO Dataset,B07V6C4SGH,"AmazonBasics Guitar Picks, Solid Colors, Nylon, 10-Pieces",10.92,5.84,1.52,10.92,10.7,11.14,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/de/de434ff0.jpg
ABO Dataset,B0845V4363,"AmazonBasics Medicine Ball with Handles, 6-lb (Renewed)",23.01,23.01,23.01,23.01,22.55,23.47,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0c/0caea5e3.jpg
ABO Dataset,B00XW2GMEG,Amazon Collection Triton Men's Black Tungsten 8mm Black Sapp,10.16,10.16,10.16,10.16,9.96,10.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a1/a118b52e.jpg
ABO Dataset,B07F2C9CLC,AmazonBasics Water Purifying Hand Shower Head Set With Filte,11.99,11.99,29.97,29.97,29.37,30.57,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/be/be4a44d8.jpg
ABO Dataset,B07GWVV81K,"Amazon Brand - Solimo Plastic Food Storage Container Set, (3",27.7,19.7,17.8,27.7,27.15,28.25,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8c/8c163d82.jpg
ABO Dataset,B07TLL83ZZ,"AmazonBasics - Bread maker, 15 modes, 700 - 900 g, 550 W.",29.72,14.22,29.21,29.72,29.13,30.31,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f7/f7362327.jpg
ABO Dataset,B07SHYXHLY,FIND - Gentle Tonic for Normal Skin (4x200ml),23.8,19.8,17.6,23.8,23.32,24.28,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/60/60134bbe.jpg
ABO Dataset,B07C7Q1KH9,"Omars PD Power Bank, Portable Charger 10000mAh with USB C Po",14.0,1.55,7.2,14.0,13.72,14.28,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0e/0e99156e.jpg
ABO Dataset,B07RXR1N74,"AmazonCommercial Grade 2 Deadbolt with Bump Stop, Heavy Duty",10.26,8.51,6.5,10.26,10.05,10.47,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ca/ca3f609b.jpg
ABO Dataset,B07C9VQNM2,"Wickedly Prime Lentil Pasta Meal, Marinara & Spice, 9.45oz",19.68,12.38,5.08,19.68,19.29,20.07,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7a/7a8d83b8.jpg
ABO Dataset,B00R3Z3ZF2,AmazonBasics Premium 18-Piece Knife Block Set,22.86,15.98,35.56,35.56,34.85,36.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/eb/eb2d78ba.jpg
ABO Dataset,B07JM1K8VH,Amazon Brand – Rivet Westline Modern Indoor Outdoor Hand-Pai,16.99,16.99,24.0,24.0,23.52,24.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4d/4dca074b.jpg
ABO Dataset,B07NSS4R7P,"365 Everyday Value, Organic Instant Oatmeal, Maple & Brown S",10.29,8.26,10.29,10.29,10.08,10.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7e/7e4c0c7b.jpg
ABO Dataset,B00O869QUC,AmazonBasics AAA Performance Alkaline Batteries (8-Pack) - P,8.23,4.45,1.04,8.23,8.07,8.39,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c2/c29a5530.jpg
ABO Dataset,B07VGLYKTQ,Amazon Brand - Solimo Male 3 blade razor with 20 cartridges,15.5,23.4,2.2,23.4,22.93,23.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b5/b5b482e6.jpg
ABO Dataset,B07H5V3HCG,AmazonBasics 4.7GB 4X DVD+RW - 30-Pack,13.9,13.9,5.9,13.9,13.62,14.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d4/d4eef3d8.jpg
ABO Dataset,B07QD35MFQ,"365 by Whole Foods Market, Organic Grade A Half & Half, 16 F",7.37,7.62,14.22,14.22,13.94,14.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5f/5f541e84.jpg
ABO Dataset,B07QGKQ4FV,Amazon Basic Care Strawberry Lemonade Electrolyte Powder Pac,3.66,7.47,15.16,15.16,14.86,15.46,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c1/c16f27a9.jpg
ABO Dataset,B07SM8XHC5,"AmazonBasics 1-Inch Round Ring Binder, Blue, View, 12-Pack",25.15,4.57,29.21,29.21,28.63,29.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/98/982b8158.jpg
ABO Dataset,B07ZD9CQZ9,Amazon Brand - Solimo Toothpaste Basic Care - Original 70906,8.4,10.8,20.6,20.6,20.19,21.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3f/3f0083a7.jpg
ABO Dataset,B07PP882QW,AmazonBasics 3-Speed Stereo Turntable with Built-in Speakers,33.02,11.68,30.23,33.02,32.36,33.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07RK4BVVG,Amazon Brand - Mama Bear 98% Water Wipes - 72 wipes/pack (Pa,10.1,15.2,5.2,15.2,14.9,15.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/74/74164dbc.jpg
ABO Dataset,B0813YNXKV,AmazonBasics - Enamelled Cast Iron SXO-7QTH Oval Casserole D,39.4,30.48,20.78,39.4,38.61,40.19,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/88a36200.jpg
ABO Dataset,B0751FCCWC,"Wickedly Prime Organic Olive Oil Popcorn, 8 Ounce (Pack of 4",52.88,25.7,41.0,52.88,51.82,53.94,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ed/eda4c4d5.jpg
ABO Dataset,B07V3FGGWN,AmazonBasics Dry-Erase 24 x 48 Inch Rectangular School Activ,119.38,58.42,76.2,119.38,116.99,121.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1f/1f0659c6.jpg
ABO Dataset,B07VC4JCLP,"AmazonBasics Anti-Slip Rug Underlay, 60 x 120 cm",27.94,21.03,2.59,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/73/73395b59.jpg
ABO Dataset,B07K91GV6S,"AmazonBasics Economy Office Book Holder Bookends, Black, 8 I",13.97,20.52,17.53,20.52,20.11,20.93,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a5/a5159f0b.jpg
ABO Dataset,B07NRLZ6Z4,"365 Everyday Value, White Wine Vinegar, 16.9 fl oz",6.99,6.86,25.15,25.15,24.65,25.65,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/37/37fed3c2.jpg
ABO Dataset,B085M3SWK1,"AmazonBasics 58-Piece Screwdriver Set - Precision Slotted, P",30.48,25.4,9.53,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e4/e4bf5ed8.jpg
ABO Dataset,B074JD6HHH,"365 Everyday Value, All-Purpose Flour, 5 lb",15.88,12.19,20.96,20.96,20.54,21.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2b/2b4e9713.jpg
ABO Dataset,B07T916YQ6,"AmazonBasics Digital Tire Pressure Gauge - Red, 2-Pack",13.59,5.59,3.1,13.59,13.32,13.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c3/c36894e7.jpg
ABO Dataset,B07W551RT9,AmazonBasics Replacement GE MWF Refrigerator Water Filter Ca,25.5,8.5,13.0,25.5,24.99,26.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7a/7a9adaff.jpg
ABO Dataset,B01JGHHBCM,AmazonBasics Pillow Rest Single Size Premium Airbed with Bui,40.01,14.0,40.01,40.01,39.21,40.81,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/64/64887574.jpg
ABO Dataset,B074MFY7BM,AmazonBasics Mechanic Socket Tool Kit Set With Case - Set of,38.1,28.45,9.65,38.1,37.34,38.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8d/8df96922.jpg
ABO Dataset,B0859VDPX2,"(Renewed) AmazonBasics Urban Laptop and Tablet Case, 15"", Bl",35.05,45.97,7.62,45.97,45.05,46.89,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ab/ab94f3ec.jpg
ABO Dataset,B07GDXCPGD,"AmazonBasics Rounded 3.5 Inch x 3.5 Inch Door Hinges, 18 Pac",8.99,5.0,1.5,8.99,8.81,9.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/18/18eba6ae.jpg
ABO Dataset,B074MFDJG5,"365 Everyday Value, No Boil Lasagne, 16 oz",5.51,18.49,9.5,18.49,18.12,18.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/64/64b31763.jpg
ABO Dataset,B06XZ25CMK,"365 Everyday Value, Organic Buzz Free Decaf Full City Roast",20.32,13.34,9.53,20.32,19.91,20.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9e/9e888fc3.jpg
ABO Dataset,B07KMC3C7B,AmazonBasics 2.4L Water Filter Jug - White,10.2,26.8,27.69,27.69,27.14,28.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b0/b05d486f.jpg
ABO Dataset,B083WC1R4Y,"Amazon Basic Care Extra Strength Pain Relief, Acetaminophen",8.81,8.81,16.51,16.51,16.18,16.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/23/231befa3.jpg
ABO Dataset,B083521SYS,AmazonCommercial 3-Piece Non-Stick Stainless Steel Aluminum-,58.93,43.18,19.05,58.93,57.75,60.11,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/13/13cf20f4.jpg
ABO Dataset,B07TB78XRL,"AmazonBasics 5W LED Integrated Recessed Spotlight, Round, 70",8.2,8.2,6.2,8.2,8.04,8.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0b/0b37a0cd.jpg
ABO Dataset,B074KLCGCV,"Whole Foods Market, Echinacea Goldenseal, 120 ct",10.79,6.35,10.79,10.79,10.57,11.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/bc/bcb5c956.jpg
ABO Dataset,B07VSQ38WQ,"AmazonBasics 23 Gallon Commercial Slim Trash Can, No Handle,",50.8,27.94,76.2,76.2,74.68,77.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/08/0848435d.jpg
ABO Dataset,B07K71RW1J,"Amazon Brand - Solimo Adhesive Bandage Variety Pack, Sheer a",17.81,8.38,10.16,17.81,17.45,18.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/53/53365769.jpg
ABO Dataset,B07CG3CHZ2,"AmazonBasics Wired Keyboard, Keyboard only (1-Pack) (Renewed",45.8,14.17,2.54,45.8,44.88,46.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d8/d8a8fa18.jpg
ABO Dataset,B07Q9MC9BH,Amazon Brand - Presto! Candle Set Floral Garden/Fresh Linen,27.4,17.4,9.6,27.4,26.85,27.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cc/cc059c33.jpg
ABO Dataset,B07KFWHGTM,"Amazon Basics Slim Shape Soft Foam Earplugs, NRR 28dB, 50-Pa",6.67,11.75,13.34,13.34,13.07,13.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b8/b8f347e2.jpg
ABO Dataset,B07TGKNCBB,"AmazonBasics 10 Port USB 2.0 Hub, 5-Pack",14.5,7.52,2.69,14.5,14.21,14.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d5/d5276cfe.jpg
ABO Dataset,B08BX5S1K4,AmazonBasics Dual Light Glass Lens Metal Frame Student Micro,16.51,11.99,30.0,30.0,29.4,30.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fc/fccbc6b1.jpg
ABO Dataset,B08BLDX9JD,"Cooling Neck Gaiters with Ear Loops, Ristake Scarf Bandana D",19.99,15.01,0.51,19.99,19.59,20.39,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/67/673c4d53.jpg
ABO Dataset,B07BK75NNJ,"Stone & Beam - 11"" Square Hard Anodised Aluminium Non Stick",57.5,8.0,32.0,57.5,56.35,58.65,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c0/c07f83d6.jpg
ABO Dataset,B089MX8TY7,Centrino Men's S5647 Blue Loafers-6 UK (40 EU) (7 US) (S5647,33.0,20.0,11.0,33.0,32.34,33.66,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4b/4bf76fb7.jpg
ABO Dataset,B071Y6Y83W,"AmazonBasics Wi-Fi 11N USB Adapter, Black, 300 Mbps",8.89,7.62,11.51,11.51,11.28,11.74,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0a/0af7e2af.jpg
ABO Dataset,B003LSTD2Y,AmazonBasics 96 disc DVD Wallet with Handle (Black),29.21,7.62,33.02,33.02,32.36,33.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/09/09b2a62d.jpg
ABO Dataset,B07PXWWG4K,AmazonBasics 12 inch nickel line wall clock,31.75,31.75,4.45,31.75,31.11,32.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9b/9b685998.jpg
ABO Dataset,B07VPDFG37,AmazonBasics AB-T100-R-W Economy Round White Toilet Seat Qui,42.42,5.84,36.32,42.42,41.57,43.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/50/50e4fbbb.jpg
ABO Dataset,B07K68HNG6,"AmazonBasics 3 in 1 Combo Dry Erase Calendar Board, Aluminum",58.42,43.18,2.01,58.42,57.25,59.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4f/4f94e8d9.jpg
ABO Dataset,B008MW3ORE,AmazonBasics Pleated Sleeve for the new iPad iPad 2 and iPad,26.67,2.03,21.08,26.67,26.14,27.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/71/719a4f10.jpg
ABO Dataset,B0876P49KD,Amazon Brand: Solimo Body Wash - Sensitive Pack of 6 (500ml,19.6,14.8,21.3,21.3,20.87,21.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/33/33aaa1c2.jpg
ABO Dataset,B0051FWA7U,"AmazonBasics GPS Dashboard Mount for Garmin, TomTom, Magella",20.3,3.2,20.3,20.3,19.89,20.71,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/37/37da8b89.jpg
ABO Dataset,B07G28NF3L,AmazonBasics Wireless Trackball Mouse,13.49,10.01,4.7,13.49,13.22,13.76,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d0/d01d41ab.jpg
ABO Dataset,B079MC4FZM,365 Everyday Value - Chicken Breast Boneless Skinless Prepac,16.1,4.0,21.8,21.8,21.36,22.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b9/b9ae1eb0.jpg
ABO Dataset,B0865T5LRM,(Renewed) AmazonBasics 18-Piece Dinnerware Set - White Embos,27.0,20.32,22.56,27.0,26.46,27.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/47/47063731.jpg
ABO Dataset,B07FFSKGQN,AmazonBasics Teardrop Soap Pump,19.56,9.78,8.89,19.56,19.17,19.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b4/b41a29b7.jpg
ABO Dataset,B075HXHKTZ,Amazon Brand – Stone & Beam Rustic Farmhouse Stoneware Pilla,12.06,20.02,12.06,20.02,19.62,20.42,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/6e/6ee92e83.jpg
ABO Dataset,B07NJPSHMD,"Amazon Brand - Solimo Diabetics' Skin Moisturizing Lotion, F",4.83,8.53,21.41,21.41,20.98,21.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ff/ff61e615.jpg
ABO Dataset,B07TZVV4LB,"AmazonBasics Leaning Garment Rack, Black",34.49,2.24,64.01,64.01,62.73,65.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0c/0cb44831.jpg
ABO Dataset,B07DDN6RKK,AmazonBasics Lightning to USB A Cable - MFi Certified iPhone,12.45,7.06,1.98,12.45,12.2,12.7,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d5/d50c8170.jpg
ABO Dataset,B07VHCYNRC,AmazonBasics Humidifier with Night Light and Aroma Diffuser,19.99,22.1,23.5,23.5,23.03,23.97,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e8/e85d8c11.jpg
ABO Dataset,B0844HKRL3,"AmazonBasics Double Grip Type Medicine Ball, 15-lb (Renewed)",28.6,28.6,28.6,28.6,28.03,29.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/95/95769fd8.jpg
ABO Dataset,B074H6X783,"365 Everyday Value, Organic Rice Pilaf, Garlic & Herb, 6.1 o",10.92,4.32,17.14,17.14,16.8,17.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3b/3b280fcc.jpg
ABO Dataset,B07B4Y45M8,"AmazonBasics Enameled Cast Iron Covered Casserole Skillet, 3",38.18,31.5,12.7,38.18,37.42,38.94,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/68/6865e73b.jpg
ABO Dataset,B087MKMLV6,"AmazonBasics Multi-Purpose Cable Ties - 8-Inch/200mm, 200-Pi",22.61,20.32,1.52,22.61,22.16,23.06,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B074DD8NVY,AmazonBasics Portable Air Compressor with Carrying Case,21.84,18.8,11.43,21.84,21.4,22.28,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/32/325d7d82.jpg
ABO Dataset,B07XTG2SVC,"AmazonBasics Dustless Chalk with Eraser, Assorted and White,",18.01,15.01,5.99,18.01,17.65,18.37,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ce/ce674a57.jpg
ABO Dataset,B07QKNYN4K,AmazonBasics Large Drying Rack 18 x 24 inches,55.56,36.2,48.26,55.56,54.45,56.67,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b1/b1f63d78.jpg
ABO Dataset,B07WGNQVGM,"Amazon Basics Step Stool - 1-Step, Steel and Aluminum, 200-P",53.59,38.58,22.48,53.59,52.52,54.66,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/96/963b8203.jpg
ABO Dataset,B082Q22W9L,Amazoncommercial 4-Outlet Mounted Wall Adapter Tap Surge Pro,12.5,3.94,5.59,12.5,12.25,12.75,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/00/00191bff.jpg
ABO Dataset,B073P2LH2V,AmazonBasics 3-Bag Laundry Hamper Sorter Basket,77.47,45.97,83.82,83.82,82.14,85.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a7/a74e40e6.jpg
ABO Dataset,B07Y5KYPPS,"AmazonBasics Slime Activator Borax Solution, Strawberry Flav",4.5,8.79,18.01,18.01,17.65,18.37,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5d/5d7606b8.jpg
ABO Dataset,B07TJ7YQNX,"AmazonCommercial Lever Roll Towel Dispenser, Classic, Transp",27.0,24.99,35.0,35.0,34.3,35.7,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/72/72b03810.jpg
ABO Dataset,B07HPM7M47,AmazonBasics Basic Two-Tier Bird Feeder,16.48,16.48,35.51,35.51,34.8,36.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0f/0f9ab785.jpg
ABO Dataset,B07883HXX7,"365 Everyday Value, Organic Stevia Extract Liquid, 8 fl oz",5.59,5.46,14.86,14.86,14.56,15.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/55/55370838.jpg
ABO Dataset,B00ESJGMLU,AmazonBasics PC / Silicone Case for iPhone 5C Black / Lime G,13.0,6.2,1.19,13.0,12.74,13.26,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/6e/6edc6576.jpg
ABO Dataset,B074H67LV2,"365 Everyday Value, Vitamin B2 100mg, 100 ct",5.56,5.56,9.78,9.78,9.58,9.98,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/71/71a4963b.jpg
ABO Dataset,B07LC8L9VC,Amazon Brand - Solimo Alpha Engineered Wood 4-Door Wardrobe,158.0,50.5,192.0,192.0,188.16,195.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c7/c7164c56.jpg
ABO Dataset,B07JCMFJ97,AmazonBasics Bathroom Accessory Collection Classic Square St,16.0,16.0,50.04,50.04,49.04,51.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/09/0975827a.jpg
ABO Dataset,B07V1NB6R3,"Amazon Brand: Belei - Ultra Sensitive, Clarifying & Refreshi",15.0,13.0,18.0,18.0,17.64,18.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cb/cb2183c2.jpg
ABO Dataset,B08GLFS1DS,AmazonBasics Mesh Desk Organizer Bundle (Renewed),54.0,38.0,28.5,54.0,52.92,55.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d2/d2ab3b7d.jpg
